funcName,label,fileName,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn,app
Fax3Close,0,tif_fax3.c,1,15,0,11,15,54,0,36,0,5,0,0,3,2,5,0,libtiff
Fax3Decode1D,0,tif_fax3.c,4,155,7982,9,33,217,12,47,1,12,0,0,1,52,82,0,libtiff
Fax3Decode2D,0,tif_fax3.c,4,301,7984,10,55,262,15,48,1,17,0,0,3,80,122,0,libtiff
Fax3DecodeRLE,0,tif_fax3.c,4,143,7958,15,41,208,13,47,1,13,0,0,4,37,59,0,libtiff
Fax3Encode,0,tif_fax3.c,4,32,0,17,33,63,0,42,1,7,4,0,8,1,14,0,libtiff
Fax3Encode1DRow,0,tif_fax3.c,3,29,0,12,25,61,2,42,1,8,2,2,5,5,8,0,libtiff
Fax3Encode2DRow,0,tif_fax3.c,4,157,0,16,77,97,5,36,2,22,2,2,6,6,24,0,libtiff
Fax3Extension,0,tif_fax3.c,4,10,0,12,6,38,0,36,1,3,0,0,2,0,4,0,libtiff
Fax3PostEncode,0,tif_fax3.c,1,7,0,8,6,33,0,42,0,2,0,0,1,2,2,0,libtiff
Fax3PreDecode,0,tif_fax3.c,2,8,0,10,15,40,0,42,0,3,0,0,1,2,2,0,libtiff
Fax3PreEncode,0,tif_fax3.c,2,18,0,9,20,55,0,42,0,4,0,0,4,2,7,0,libtiff
Fax3PrematureEOF,0,tif_fax3.c,4,10,0,12,6,38,0,36,1,3,0,2,2,0,4,0,libtiff
Fax3PrintDir,0,tif_fax3.c,3,57,0,13,50,89,0,58,0,27,0,0,14,3,16,0,libtiff
Fax3PutBits,0,tif_fax3.c,3,28,3,8,10,59,2,42,0,2,3,2,0,4,5,0,libtiff
Fax3PutEOL,0,tif_fax3.c,1,49,4,12,23,89,5,42,0,4,1,2,4,10,15,0,libtiff
Fax3SetupState,1,tif_fax3.c,1,43,0,11,44,106,4,52,0,13,0,0,8,6,18,0,libtiff
Fax3Unexpected,0,tif_fax3.c,4,10,0,12,6,38,0,36,1,3,0,2,2,0,4,0,libtiff
Fax3VGetField,0,tif_fax3.c,3,84,0,9,133,93,0,42,0,3,0,0,1,23,43,0,libtiff
Fax3VSetField,0,tif_fax3.c,3,121,0,10,79,139,0,42,0,16,0,0,3,28,49,0,libtiff
Fax4Decode,0,tif_fax3.c,4,178,2,10,53,192,14,48,1,15,0,0,3,31,48,0,libtiff
Fax4Encode,0,tif_fax3.c,4,11,0,12,15,40,0,42,1,3,0,0,2,1,4,0,libtiff
Fax4PostEncode,0,tif_fax3.c,1,9,0,8,8,36,0,42,0,4,0,0,1,2,2,0,libtiff
find0span,0,tif_fax3.c,3,50,3,11,54,82,3,0,1,0,1,4,11,10,19,0,libtiff
find1span,0,tif_fax3.c,3,50,3,11,54,83,3,0,1,0,1,4,11,13,19,0,libtiff
floor,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
fpAcc,1,tif_predict.c,3,28,4,11,34,87,6,38,1,4,0,0,4,6,10,1,libtiff
fpDiff,0,tif_predict.c,3,28,4,11,35,93,6,38,1,4,0,0,4,6,11,1,libtiff
fprintf,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
fputc,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
fputs,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
frame_dummy,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
free,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
fwrite,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
gtStripContig,0,tif_getimage.c,4,85,2,16,62,166,14,48,1,13,0,0,10,6,21,2,libtiff
gtStripSeparate,1,tif_getimage.c,4,143,2,17,84,200,21,52,1,19,0,0,14,8,32,2,libtiff
gtTileContig,0,tif_getimage.c,4,61,6,16,70,176,14,48,1,14,0,0,11,7,23,2,libtiff
gtTileSeparate,1,tif_getimage.c,4,83,6,16,95,213,20,52,1,17,0,0,15,9,34,2,libtiff
horAcc16,0,tif_predict.c,3,8,2,10,19,52,3,37,1,1,0,0,2,4,6,0,libtiff
horAcc8,0,tif_predict.c,3,19,4,17,43,77,2,37,1,1,0,0,6,8,10,0,libtiff
horDiff16,0,tif_predict.c,3,8,2,10,21,56,3,46,1,1,0,0,2,4,6,0,libtiff
horDiff8,0,tif_predict.c,3,20,4,15,60,95,2,46,1,1,0,0,6,8,10,0,libtiff
horizontalAccumulate11,0,tif_pixarlog.c,4,22,5,15,60,87,0,0,2,0,1,0,6,8,11,2,libtiff
horizontalAccumulate12,0,tif_pixarlog.c,5,59,30,17,105,136,0,0,3,16,1,0,6,8,43,2,libtiff
horizontalAccumulate16,0,tif_pixarlog.c,5,22,5,16,61,89,0,0,3,0,1,0,6,8,11,2,libtiff
horizontalAccumulate8,0,tif_pixarlog.c,5,22,5,16,61,96,0,0,3,0,2,0,6,8,11,2,libtiff
horizontalAccumulate8abgr,0,tif_pixarlog.c,5,22,5,16,79,108,0,0,3,0,1,0,6,8,11,2,libtiff
